country_iso3	model_month	observed_cases	fitted_median	fitted_lower_95	fitted_upper_95	baseline_median	no_import_median	equal_lineage_median
JPN	2024-09-01	523	481.412307848072	392.20436383856	605.66812024565	3174.40395374814	1740.08412312903	1338.54469134129
JPN	2024-10-01	528	750.400889817831	610.941975032719	939.9927373116	3800.51557777791	2211.64953989378	1607.63204748127
JPN	2024-11-01	519	786.289491484415	641.294489400263	985.939697131636	4597.83756476988	2762.3034526625	1981.80452385321
JPN	2024-12-01	593	821.358115771774	664.744644839874	1028.78521843526	5547.42651669856	3519.45836462029	2436.58719675247
JPN	2025-01-01	716	946.744419421595	764.053909727622	1185.80155335669	6672.41939583199	4371.32427291339	2986.51390223992
JPN	2025-02-01	1253	1080.91215671081	857.682766126083	1367.07788752156	7941.32244999079	5341.30583095142	3552.41373155627
JPN	2025-03-01	2801	1823.01947608232	1455.6652111145	2275.82543140532	9148.98391452038	6471.73756983947	4201.22114498914
JPN	2025-04-01	7028	3676.4313713665	2950.16516215845	4540.3310390057	10272.3558541015	7525.18598059031	4748.19284559499
JPN	2025-05-01	9080	7999.06715275159	6168.75042444807	10215.6451924841	11116.0089040769	8346.19537859708	5224.33317750586
JPN	2025-06-01	16156	9641.04897210568	7281.17537268791	12587.0575704317	11579.7247792132	8946.35921520999	5504.23690563162
JPN	2025-07-01	14588	15107.0552569879	10672.2206526687	20945.0408571132	11507.2151988205	9163.34734621106	5541.71818510862
JPN	2025-08-01	9737	13052.6913316481	9389.1029055126	18094.1308463874	10780.0169930836	8798.21249416718	5269.46753500529
JPN	2025-09-01	6835	8650.56195055831	6458.50741526275	11823.0688794499	9620.80986797978	7998.41119735473	4672.21282127478
JPN	2025-10-01	3319	5880.16427596417	4357.96958812886	8209.52411382155	8079.60406652814	6831.66377041314	3948.47217242132
JPN	2025-11-01	2099	2867.86101853352	2016.63169299313	4170.45492482952	6352.50663383266	5476.31496938374	3093.72707931102
JPN	2025-12-01	1658	1713.19304120156	1075.65748936165	2859.3283517032	4715.12704284013	4091.9364683825	2225.99371664171
