genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note
CHN::SAMN42391149	SAMN42391149	SAMN42391149	GCA_047323275		CHN	China	2023-12-19	2023-12-19	2023-12-19	2023	12	4	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN42391150	SAMN42391150	SAMN42391150	GCA_047323265		CHN	China	2023-12-29	2023-12-29	2023-12-29	2023	12	4	day	True	PRJNA1133929	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
FRA::SAMN42490576	SAMN42490576	SAMN42490576	GCA_040969985		FRA	France	2024-05	2024-05-01	2024-05-31	2024	5	2	month	True	PRJNA1135758	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024010	SAMN43024010	SAMN43024010	GCA_042611075		CHN	China	2024-04-22	2024-04-22	2024-04-22	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024011	SAMN43024011	SAMN43024011	GCA_042611065		CHN	China	2024-04-22	2024-04-22	2024-04-22	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024012	SAMN43024012	SAMN43024012	GCA_042611025		CHN	China	2024-04-22	2024-04-22	2024-04-22	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024013	SAMN43024013	SAMN43024013	GCA_042611045		CHN	China	2024-04-23	2024-04-23	2024-04-23	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024014	SAMN43024014	SAMN43024014	GCA_042610965		CHN	China	2024-04-20	2024-04-20	2024-04-20	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024015	SAMN43024015	SAMN43024015	GCA_042610985		CHN	China	2024-04-20	2024-04-20	2024-04-20	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024016	SAMN43024016	SAMN43024016	GCA_042610975		CHN	China	2024-04-29	2024-04-29	2024-04-29	2024	4	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024017	SAMN43024017	SAMN43024017	GCA_042610945		CHN	China	2024-05-02	2024-05-02	2024-05-02	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024018	SAMN43024018	SAMN43024018	GCA_042610925		CHN	China	2024-05-02	2024-05-02	2024-05-02	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024019	SAMN43024019	SAMN43024019	GCA_042610855		CHN	China	2024-05-02	2024-05-02	2024-05-02	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024020	SAMN43024020	SAMN43024020	GCA_042610865		CHN	China	2024-05-02	2024-05-02	2024-05-02	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024021	SAMN43024021	SAMN43024021	GCA_042610875		CHN	China	2024-05-02	2024-05-02	2024-05-02	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG2	ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024022	SAMN43024022	SAMN43024022	GCA_042610845		CHN	China	2024-05-13	2024-05-13	2024-05-13	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024023	SAMN43024023	SAMN43024023	GCA_042610825		CHN	China	2024-05-13	2024-05-13	2024-05-13	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024024	SAMN43024024	SAMN43024024	GCA_042610775		CHN	China	2024-05-16	2024-05-16	2024-05-16	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024025	SAMN43024025	SAMN43024025	GCA_042610795		CHN	China	2024-05-16	2024-05-16	2024-05-16	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024026	SAMN43024026	SAMN43024026	GCA_042610745		CHN	China	2024-05-20	2024-05-20	2024-05-20	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024027	SAMN43024027	SAMN43024027	GCA_042610755		CHN	China	2024-06-03	2024-06-03	2024-06-03	2024	6	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024028	SAMN43024028	SAMN43024028	GCA_042610725		CHN	China	2024-05-22	2024-05-22	2024-05-22	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024029	SAMN43024029	SAMN43024029	GCA_042610705		CHN	China	2024-05-30	2024-05-30	2024-05-30	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024030	SAMN43024030	SAMN43024030	GCA_042610685		CHN	China	2024-05-30	2024-05-30	2024-05-30	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024031	SAMN43024031	SAMN43024031	GCA_042610645		CHN	China	2024-05-30	2024-05-30	2024-05-30	2024	5	2	day	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	MR_A2047G	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024032	SAMN43024032	SAMN43024032	GCA_042610585		CHN	China	2024-05	2024-05-01	2024-05-31	2024	5	2	month	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024033	SAMN43024033	SAMN43024033	GCA_042610655		CHN	China	2024-05	2024-05-01	2024-05-31	2024	5	2	month	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024034	SAMN43024034	SAMN43024034	GCA_042610605		CHN	China	2024-05	2024-05-01	2024-05-31	2024	5	2	month	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN43024035	SAMN43024035	SAMN43024035	GCA_042610615		CHN	China	2024-05	2024-05-01	2024-05-31	2024	5	2	month	True	PRJNA1143937	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
AUS::SAMN44480251	SAMN44480251	SAMN44480251	GCA_046736165		AUS	Australia	2024-08	2024-08-01	2024-08-31	2024	8	3	month	True	PRJNA1178746	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
AUS::SAMN44480252	SAMN44480252	SAMN44480252	GCA_046895385		AUS	Australia	2024-08	2024-08-01	2024-08-31	2024	8	3	month	True	PRJNA1178746	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True			ptxP3/fim3-1	provisional_marker_or_published_annotation	Branch_IIb	ptxP3/fim3-1	MR-MT28-PG1	ptxP3	fim3-1	MS	False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583814	SAMN44583814	SAMN44583814	GCA_050978505		CHN	China	2023-02-04	2023-02-04	2023-02-04	2023	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583815	SAMN44583815	SAMN44583815	GCA_050978485		CHN	China	2023-02-07	2023-02-07	2023-02-07	2023	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583816	SAMN44583816	SAMN44583816	GCA_050978445		CHN	China	2023-03-27	2023-03-27	2023-03-27	2023	3	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583817	SAMN44583817	SAMN44583817	GCA_050978465		CHN	China	2023-03-27	2023-03-27	2023-03-27	2023	3	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583818	SAMN44583818	SAMN44583818	GCA_050978425		CHN	China	2023-03-27	2023-03-27	2023-03-27	2023	3	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583819	SAMN44583819	SAMN44583819	GCA_050978385		CHN	China	2023-04-06	2023-04-06	2023-04-06	2023	4	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583820	SAMN44583820	SAMN44583820	GCA_050978405		CHN	China	2023-04-23	2023-04-23	2023-04-23	2023	4	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583821	SAMN44583821	SAMN44583821	GCA_050978365		CHN	China	2023-04-21	2023-04-21	2023-04-21	2023	4	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583822	SAMN44583822	SAMN44583822	GCA_050978345		CHN	China	2023-06-08	2023-06-08	2023-06-08	2023	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583823	SAMN44583823	SAMN44583823	GCA_050978325		CHN	China	2023-06-12	2023-06-12	2023-06-12	2023	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583824	SAMN44583824	SAMN44583824	GCA_050978305		CHN	China	2023-06-12	2023-06-12	2023-06-12	2023	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583825	SAMN44583825	SAMN44583825	GCA_050978285		CHN	China	2023-06-23	2023-06-23	2023-06-23	2023	6	2	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583826	SAMN44583826	SAMN44583826	GCA_050978265		CHN	China	2023-07-21	2023-07-21	2023-07-21	2023	7	3	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583827	SAMN44583827	SAMN44583827	GCA_050978245		CHN	China	2023-07-30	2023-07-30	2023-07-30	2023	7	3	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583828	SAMN44583828	SAMN44583828	GCA_050978225		CHN	China	2023-09-23	2023-09-23	2023-09-23	2023	9	3	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583829	SAMN44583829	SAMN44583829	GCA_050978205		CHN	China	2023-11-10	2023-11-10	2023-11-10	2023	11	4	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583830	SAMN44583830	SAMN44583830	GCA_050978175		CHN	China	2023-11-14	2023-11-14	2023-11-14	2023	11	4	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583831	SAMN44583831	SAMN44583831	GCA_050978155		CHN	China	2023-11-14	2023-11-14	2023-11-14	2023	11	4	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583832	SAMN44583832	SAMN44583832	GCA_050978125		CHN	China	2023-11-16	2023-11-16	2023-11-16	2023	11	4	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583833	SAMN44583833	SAMN44583833	GCA_050978105		CHN	China	2024-01-18	2024-01-18	2024-01-18	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583834	SAMN44583834	SAMN44583834	GCA_050978065		CHN	China	2024-01-18	2024-01-18	2024-01-18	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583835	SAMN44583835	SAMN44583835	GCA_050978085		CHN	China	2024-01-24	2024-01-24	2024-01-24	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583836	SAMN44583836	SAMN44583836	GCA_050978045		CHN	China	2024-01-24	2024-01-24	2024-01-24	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583837	SAMN44583837	SAMN44583837	GCA_050978025		CHN	China	2024-01-25	2024-01-25	2024-01-25	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583838	SAMN44583838	SAMN44583838	GCA_050978005		CHN	China	2024-01-30	2024-01-30	2024-01-30	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583839	SAMN44583839	SAMN44583839	GCA_050977985		CHN	China	2024-01-30	2024-01-30	2024-01-30	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583840	SAMN44583840	SAMN44583840	GCA_050977965		CHN	China	2024-01-31	2024-01-31	2024-01-31	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583841	SAMN44583841	SAMN44583841	GCA_050977945		CHN	China	2024-01-31	2024-01-31	2024-01-31	2024	1	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583842	SAMN44583842	SAMN44583842	GCA_050977925		CHN	China	2024-02-02	2024-02-02	2024-02-02	2024	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583843	SAMN44583843	SAMN44583843	GCA_050977905		CHN	China	2024-02-02	2024-02-02	2024-02-02	2024	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583844	SAMN44583844	SAMN44583844	GCA_050977885		CHN	China	2024-02-02	2024-02-02	2024-02-02	2024	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583845	SAMN44583845	SAMN44583845	GCA_050977865		CHN	China	2024-02-02	2024-02-02	2024-02-02	2024	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583846	SAMN44583846	SAMN44583846	GCA_050977845		CHN	China	2024-02-02	2024-02-02	2024-02-02	2024	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
CHN::SAMN44583847	SAMN44583847	SAMN44583847	GCA_050977825		CHN	China	2024-02-02	2024-02-02	2024-02-02	2024	2	1	day	True	PRJNA1182239	assembly_metadata	current_2406_archive	focal_model_observation	focal_genome_observation	True	archive_analysis_genome	True	False	True				provisional_marker_or_published_annotation							False	1	2026-07-24	Legacy PRN endpoints ignored; record retained only for genome/date/project/marker metadata.
