tree_sample_id	genome_record_id	country_iso3	country_name	collection_lower	collection_upper	collection_upper_effective	temporal_consistency_status	date_resolution	year	month	project_id	run_accession	biosample_accession	assembly_accession	sequence_acquisition	primary_model_lineage_id	display_lineage	epidemic_period	public_date	public_date_source	ena_first_public_date	assembly_release_date	public_route	subnational_location	location_source	location_resolution	nas_snapshot_record_id	lag_from_collection_lower_days	lag_from_collection_upper_days	lag_min_days	lag_max_days	first_post2022_month_above_2019_max	post2022_peak_month	public_lead_to_2019max_threshold_days	public_lead_to_post2022_peak_days	collection_lead_to_2019max_threshold_days	collection_lead_to_post2022_peak_days
CHN__SAMN41373968	CHN::SAMN41373968	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373968	GCA_039677925	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373968	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373969	CHN::SAMN41373969	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373969	GCA_039677865	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373969	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373970	CHN::SAMN41373970	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373970	GCA_039677895	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373970	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373971	CHN::SAMN41373971	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373971	GCA_039677885	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373971	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373972	CHN::SAMN41373972	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373972	GCA_039677875	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373972	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373973	CHN::SAMN41373973	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373973	GCA_039677845	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373973	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373974	CHN::SAMN41373974	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373974	GCA_039677825	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373974	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN41373975	CHN::SAMN41373975	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1110622		SAMN41373975	GCA_039677805	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373975	1964	1600	1600	1964	2023-08-01	2024-05-01	-291	-17	1673	1947
CHN__SAMN50151958	CHN::SAMN50151958	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151958	GCA_053474405	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151958	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151959	CHN::SAMN50151959	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151959	GCA_053474385	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151959	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151960	CHN::SAMN50151960	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151960	GCA_053474365	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151960	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151961	CHN::SAMN50151961	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151961	GCA_053474325	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151961	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151962	CHN::SAMN50151962	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151962	GCA_053474345	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151962	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151963	CHN::SAMN50151963	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151963	GCA_053474305	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151963	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151964	CHN::SAMN50151964	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151964	GCA_053474285	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151964	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151965	CHN::SAMN50151965	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151965	GCA_053474265	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151965	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151966	CHN::SAMN50151966	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151966	GCA_053474245	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151966	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151967	CHN::SAMN50151967	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151967	GCA_053474205	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151967	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151968	CHN::SAMN50151968	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151968	GCA_053474225	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151968	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151969	CHN::SAMN50151969	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151969	GCA_053474185	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151969	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151970	CHN::SAMN50151970	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151970	GCA_053474145	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151970	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151971	CHN::SAMN50151971	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151971	GCA_053474165	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151971	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151972	CHN::SAMN50151972	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151972	GCA_053474125	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151972	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151973	CHN::SAMN50151973	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151973	GCA_053474105	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151973	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151974	CHN::SAMN50151974	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151974	GCA_053474085	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151974	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151975	CHN::SAMN50151975	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151975	GCA_053474065	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151975	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151976	CHN::SAMN50151976	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151976	GCA_053474045	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151976	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151977	CHN::SAMN50151977	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151977	GCA_053474025	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151977	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151978	CHN::SAMN50151978	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151978	GCA_053474005	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151978	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151979	CHN::SAMN50151979	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151979	GCA_053473985	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151979	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151980	CHN::SAMN50151980	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151980	GCA_053473965	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151980	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151981	CHN::SAMN50151981	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151981	GCA_053473945	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151981	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151982	CHN::SAMN50151982	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151982	GCA_053473925	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151982	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN50151983	CHN::SAMN50151983	CHN	China	2019-01-01	2019-12-31	2019-12-31	ok	year	2019		PRJNA1295129		SAMN50151983	GCA_053473905	ncbi_assembly_download	Other	Other genomic lineages	prepandemic	2025-11-13	ncbi_assembly_release;ncbi_assembly_release		2025-11-13	ncbi_assembly_only	Shanghai	nas_focal_snapshot	subnational	CHN__SAMN50151983	2508	2144	2144	2508	2023-08-01	2024-05-01	-835	-561	1673	1947
CHN__SAMN41373926	CHN::SAMN41373926	CHN	China	2020-01-01	2020-12-31	2020-12-31	ok	year	2020		PRJNA1110622		SAMN41373926	GCA_039678825	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	pandemic	2024-05-18	ncbi_assembly_release;ncbi_assembly_release		2024-05-18	ncbi_assembly_only	Hebei	nas_focal_snapshot	subnational	CHN__SAMN41373926	1599	1234	1234	1599	2023-08-01	2024-05-01	-291	-17	1308	1582
CHN__SAMN45156013	CHN::SAMN45156013	CHN	China	2020-01-01	2020-12-31	2020-12-31	ok	year	2020		PRJNA1193776	SRR31615326	SAMN45156013	RRASM_SRR31615326	local_fasta	L1_02.07	MT28-associated genomic lineage	pandemic	2025-03-07	ena_first_public_biosample_accession;ena_first_public_run	2025-03-07		ena_read_only	Guangzhou	ena_country	subnational	CHN__SAMN45156013	1892	1527	1527	1892	2023-08-01	2024-05-01	-584	-310	1308	1582
CHN__SAMN32034026	CHN::SAMN32034026	CHN	China	2021-01-01	2021-12-31	2021-12-31	ok	year	2021		PRJNA908268	SRR22540991	SAMN32034026	RRASM_SRR22540991	local_fasta	L1_02.07	MT28-associated genomic lineage	pandemic	2024-01-01	ena_first_public_biosample_accession;ena_first_public_run	2024-01-01		ena_read_only	Shangahi	ena_country	subnational	CHN__SAMN32034026	1095	731	731	1095	2023-08-01	2024-05-01	-153	121	942	1216
CHN__SAMN32034035	CHN::SAMN32034035	CHN	China	2021-01-01	2021-12-31	2021-12-31	ok	year	2021		PRJNA908268	SRR22540981	SAMN32034035	RRASM_SRR22540981	local_fasta	L1_02.06	Comparator genomic lineage C	pandemic	2024-01-01	ena_first_public_biosample_accession;ena_first_public_run	2024-01-01		ena_read_only	Shangahi	ena_country	subnational	CHN__SAMN32034035	1095	731	731	1095	2023-08-01	2024-05-01	-153	121	942	1216
CHN__SAMN39683296	CHN::SAMN39683296	CHN	China	2021-01-01	2021-12-31	2021-12-31	ok	year	2021		PRJNA1071282	SRR27796613	SAMN39683296	RRASM_SRR27796613	local_fasta	L1_02.06	Comparator genomic lineage C	pandemic	2024-09-29	ena_first_public_biosample_accession;ena_first_public_run	2024-09-29		ena_read_only	Shanghai	ena_country	subnational	CHN__SAMN39683296	1367	1003	1003	1367	2023-08-01	2024-05-01	-425	-151	942	1216
CHN__SAMN39683299	CHN::SAMN39683299	CHN	China	2021-01-01	2021-12-31	2021-12-31	ok	year	2021		PRJNA1071282	SRR27796610	SAMN39683299	RRASM_SRR27796610	local_fasta	L1_02.06	Comparator genomic lineage C	pandemic	2024-09-29	ena_first_public_biosample_accession;ena_first_public_run	2024-09-29		ena_read_only	Shanghai	ena_country	subnational	CHN__SAMN39683299	1367	1003	1003	1367	2023-08-01	2024-05-01	-425	-151	942	1216
CHN__SAMN42391088	CHN::SAMN42391088	CHN	China	2021-07-28	2021-07-28	2021-07-28	ok	day	2021	7	PRJNA1133929	SRR31303485	SAMN42391088	GCA_047324065	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391088	1208	1208	1208	1208	2023-08-01	2024-05-01	-474	-200	734	1008
CHN__SAMN42391089	CHN::SAMN42391089	CHN	China	2021-11-13	2021-11-13	2021-11-13	ok	day	2021	11	PRJNA1133929	SRR31303424	SAMN42391089	GCA_047324055	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391089	1100	1100	1100	1100	2023-08-01	2024-05-01	-474	-200	626	900
CHN__SAMN42391090	CHN::SAMN42391090	CHN	China	2021-11-21	2021-11-21	2021-11-21	ok	day	2021	11	PRJNA1133929	SRR31303423	SAMN42391090	GCA_047324045	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391090	1092	1092	1092	1092	2023-08-01	2024-05-01	-474	-200	618	892
CHN__SAMN42391091	CHN::SAMN42391091	CHN	China	2021-11-22	2021-11-22	2021-11-22	ok	day	2021	11	PRJNA1133929	SRR31303483	SAMN42391091	GCA_047324035	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391091	1091	1091	1091	1091	2023-08-01	2024-05-01	-474	-200	617	891
CHN__SAMN42391092	CHN::SAMN42391092	CHN	China	2021-11-27	2021-11-27	2021-11-27	ok	day	2021	11	PRJNA1133929	SRR31303482	SAMN42391092	GCA_047324015	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391092	1086	1086	1086	1086	2023-08-01	2024-05-01	-474	-200	612	886
CHN__SAMN42391093	CHN::SAMN42391093	CHN	China	2021-12-08	2021-12-08	2021-12-08	ok	day	2021	12	PRJNA1133929	SRR31303481	SAMN42391093	GCA_047324025	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391093	1075	1075	1075	1075	2023-08-01	2024-05-01	-474	-200	601	875
CHN__SAMN42391095	CHN::SAMN42391095	CHN	China	2021-12-20	2021-12-20	2021-12-20	ok	day	2021	12	PRJNA1133929	SRR31303476	SAMN42391095	GCA_047323995	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391095	1063	1063	1063	1063	2023-08-01	2024-05-01	-474	-200	589	863
CHN__SAMN42391096	CHN::SAMN42391096	CHN	China	2021-12-20	2021-12-20	2021-12-20	ok	day	2021	12	PRJNA1133929	SRR31303475	SAMN42391096	GCA_047323985	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391096	1063	1063	1063	1063	2023-08-01	2024-05-01	-474	-200	589	863
CHN__SAMN42391098	CHN::SAMN42391098	CHN	China	2021-12-30	2021-12-30	2021-12-30	ok	day	2021	12	PRJNA1133929	SRR31303472	SAMN42391098	GCA_047323965	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391098	1053	1053	1053	1053	2023-08-01	2024-05-01	-474	-200	579	853
CHN__SAMN42391099	CHN::SAMN42391099	CHN	China	2021-12-30	2021-12-30	2021-12-30	ok	day	2021	12	PRJNA1133929	SRR31303471	SAMN42391099	GCA_047323955	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391099	1053	1053	1053	1053	2023-08-01	2024-05-01	-474	-200	579	853
CHN__SAMN42391105	CHN::SAMN42391105	CHN	China	2021-08-22	2021-08-22	2021-08-22	ok	day	2021	8	PRJNA1133929	SRR31303473	SAMN42391105	GCA_047323825	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391105	1183	1183	1183	1183	2023-08-01	2024-05-01	-474	-200	709	983
CHN__SAMN42391107	CHN::SAMN42391107	CHN	China	2021-08-26	2021-08-26	2021-08-26	ok	day	2021	8	PRJNA1133929	SRR31303462	SAMN42391107	GCA_047323785	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391107	1179	1179	1179	1179	2023-08-01	2024-05-01	-474	-200	705	979
CHN__SAMN42391108	CHN::SAMN42391108	CHN	China	2021-09-13	2021-09-13	2021-09-13	ok	day	2021	9	PRJNA1133929	SRR31303451	SAMN42391108	GCA_047323765	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391108	1161	1161	1161	1161	2023-08-01	2024-05-01	-474	-200	687	961
CHN__SAMN42391109	CHN::SAMN42391109	CHN	China	2021-10-03	2021-10-03	2021-10-03	ok	day	2021	10	PRJNA1133929	SRR31303440	SAMN42391109	GCA_047323745	ncbi_assembly_download	L1_02.06	Comparator genomic lineage C	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391109	1141	1141	1141	1141	2023-08-01	2024-05-01	-474	-200	667	941
CHN__SAMN42391110	CHN::SAMN42391110	CHN	China	2021-10-26	2021-10-26	2021-10-26	ok	day	2021	10	PRJNA1133929	SRR31303429	SAMN42391110	GCA_047323755	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391110	1118	1118	1118	1118	2023-08-01	2024-05-01	-474	-200	644	918
CHN__SAMN42391111	CHN::SAMN42391111	CHN	China	2021-10-23	2021-10-23	2021-10-23	ok	day	2021	10	PRJNA1133929	SRR31303425	SAMN42391111	GCA_047323735	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391111	1121	1121	1121	1121	2023-08-01	2024-05-01	-474	-200	647	921
CHN__SAMN42391112	CHN::SAMN42391112	CHN	China	2021-12-09	2021-12-09	2021-12-09	ok	day	2021	12	PRJNA1133929	SRR31303480	SAMN42391112	GCA_047323665	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391112	1074	1074	1074	1074	2023-08-01	2024-05-01	-474	-200	600	874
CHN__SAMN42391113	CHN::SAMN42391113	CHN	China	2021-12-14	2021-12-14	2021-12-14	ok	day	2021	12	PRJNA1133929	SRR31303477	SAMN42391113	GCA_047323655	ncbi_assembly_download	Other	Other genomic lineages	pandemic	2024-11-17	ena_first_public_biosample_accession;ena_first_public_run	2024-11-17	2025-01-30	ena_read_first	Zhejiang	ena_country	subnational	CHN__SAMN42391113	1069	1069	1069	1069	2023-08-01	2024-05-01	-474	-200	595	869
