nas_snapshot_record_id	tree_sample_id	country_iso3	project_id	run_accession	biosample_accession	assembly_accession	assembly_release_date	collection_date_raw	geo_raw	sequencing_tech	source_database	match_status
CHN__SAMN41373918	CHN__SAMN41373918	CHN	PRJNA1110622		SAMN41373918	GCA_039678945	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373919	CHN__SAMN41373919	CHN	PRJNA1110622		SAMN41373919	GCA_039678955	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373920	CHN__SAMN41373920	CHN	PRJNA1110622		SAMN41373920	GCA_039678925	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373921	CHN__SAMN41373921	CHN	PRJNA1110622		SAMN41373921	GCA_039678885	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373922	CHN__SAMN41373922	CHN	PRJNA1110622		SAMN41373922	GCA_039678845	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373923	CHN__SAMN41373923	CHN	PRJNA1110622		SAMN41373923	GCA_039678865	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373924	CHN__SAMN41373924	CHN	PRJNA1110622		SAMN41373924	GCA_039678805	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373925	CHN__SAMN41373925	CHN	PRJNA1110622		SAMN41373925	GCA_039678895	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373926	CHN__SAMN41373926	CHN	PRJNA1110622		SAMN41373926	GCA_039678825	2024-05-18	2020	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373927	CHN__SAMN41373927	CHN	PRJNA1110622		SAMN41373927	GCA_039678765	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373928	CHN__SAMN41373928	CHN	PRJNA1110622		SAMN41373928	GCA_039678785	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373929	CHN__SAMN41373929	CHN	PRJNA1110622		SAMN41373929	GCA_039678705	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373930	CHN__SAMN41373930	CHN	PRJNA1110622		SAMN41373930	GCA_039678745	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373931	CHN__SAMN41373931	CHN	PRJNA1110622		SAMN41373931	GCA_039678725	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373932	CHN__SAMN41373932	CHN	PRJNA1110622		SAMN41373932	GCA_039678685	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373933	CHN__SAMN41373933	CHN	PRJNA1110622		SAMN41373933	GCA_039678665	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373934	CHN__SAMN41373934	CHN	PRJNA1110622		SAMN41373934	GCA_039678645	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373935	CHN__SAMN41373935	CHN	PRJNA1110622		SAMN41373935	GCA_039678625	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373936	CHN__SAMN41373936	CHN	PRJNA1110622		SAMN41373936	GCA_039678605	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373937	CHN__SAMN41373937	CHN	PRJNA1110622		SAMN41373937	GCA_039678585	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373938	CHN__SAMN41373938	CHN	PRJNA1110622		SAMN41373938	GCA_039678545	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373939	CHN__SAMN41373939	CHN	PRJNA1110622		SAMN41373939	GCA_039678525	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373940	CHN__SAMN41373940	CHN	PRJNA1110622		SAMN41373940	GCA_039678485	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373941	CHN__SAMN41373941	CHN	PRJNA1110622		SAMN41373941	GCA_039678505	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373942	CHN__SAMN41373942	CHN	PRJNA1110622		SAMN41373942	GCA_039678445	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373943	CHN__SAMN41373943	CHN	PRJNA1110622		SAMN41373943	GCA_039678465	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373944	CHN__SAMN41373944	CHN	PRJNA1110622		SAMN41373944	GCA_039678405	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373945	CHN__SAMN41373945	CHN	PRJNA1110622		SAMN41373945	GCA_039678425	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373946	CHN__SAMN41373946	CHN	PRJNA1110622		SAMN41373946	GCA_039678365	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373947	CHN__SAMN41373947	CHN	PRJNA1110622		SAMN41373947	GCA_039678385	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373948	CHN__SAMN41373948	CHN	PRJNA1110622		SAMN41373948	GCA_039678305	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373949	CHN__SAMN41373949	CHN	PRJNA1110622		SAMN41373949	GCA_039678325	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373950	CHN__SAMN41373950	CHN	PRJNA1110622		SAMN41373950	GCA_039678345	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373951	CHN__SAMN41373951	CHN	PRJNA1110622		SAMN41373951	GCA_039678285	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373952	CHN__SAMN41373952	CHN	PRJNA1110622		SAMN41373952	GCA_039678265	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373953	CHN__SAMN41373953	CHN	PRJNA1110622		SAMN41373953	GCA_039678245	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373954	CHN__SAMN41373954	CHN	PRJNA1110622		SAMN41373954	GCA_039678565	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373955	CHN__SAMN41373955	CHN	PRJNA1110622		SAMN41373955	GCA_039678185	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373956	CHN__SAMN41373956	CHN	PRJNA1110622		SAMN41373956	GCA_039678195	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373957	CHN__SAMN41373957	CHN	PRJNA1110622		SAMN41373957	GCA_039678145	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373958	CHN__SAMN41373958	CHN	PRJNA1110622		SAMN41373958	GCA_039678225	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373959	CHN__SAMN41373959	CHN	PRJNA1110622		SAMN41373959	GCA_039678105	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373960	CHN__SAMN41373960	CHN	PRJNA1110622		SAMN41373960	GCA_039678085	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373961	CHN__SAMN41373961	CHN	PRJNA1110622		SAMN41373961	GCA_039698275	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373962	CHN__SAMN41373962	CHN	PRJNA1110622		SAMN41373962	GCA_039678065	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373963	CHN__SAMN41373963	CHN	PRJNA1110622		SAMN41373963	GCA_039678005	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373964	CHN__SAMN41373964	CHN	PRJNA1110622		SAMN41373964	GCA_039678015	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373965	CHN__SAMN41373965	CHN	PRJNA1110622		SAMN41373965	GCA_039677995	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373966	CHN__SAMN41373966	CHN	PRJNA1110622		SAMN41373966	GCA_039677985	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373967	CHN__SAMN41373967	CHN	PRJNA1110622		SAMN41373967	GCA_039677965	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373968	CHN__SAMN41373968	CHN	PRJNA1110622		SAMN41373968	GCA_039677925	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373969	CHN__SAMN41373969	CHN	PRJNA1110622		SAMN41373969	GCA_039677865	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373970	CHN__SAMN41373970	CHN	PRJNA1110622		SAMN41373970	GCA_039677895	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373971	CHN__SAMN41373971	CHN	PRJNA1110622		SAMN41373971	GCA_039677885	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373972	CHN__SAMN41373972	CHN	PRJNA1110622		SAMN41373972	GCA_039677875	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373973	CHN__SAMN41373973	CHN	PRJNA1110622		SAMN41373973	GCA_039677845	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373974	CHN__SAMN41373974	CHN	PRJNA1110622		SAMN41373974	GCA_039677825	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN41373975	CHN__SAMN41373975	CHN	PRJNA1110622		SAMN41373975	GCA_039677805	2024-05-18	2019	China: Hebei	Illumina HiSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391088	CHN__SAMN42391088	CHN	PRJNA1133929	SRR31303485	SAMN42391088	GCA_047324065	2025-01-30	2021-07-28	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391089	CHN__SAMN42391089	CHN	PRJNA1133929	SRR31303424	SAMN42391089	GCA_047324055	2025-01-30	2021-11-13	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391090	CHN__SAMN42391090	CHN	PRJNA1133929	SRR31303423	SAMN42391090	GCA_047324045	2025-01-30	2021-11-21	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391091	CHN__SAMN42391091	CHN	PRJNA1133929	SRR31303483	SAMN42391091	GCA_047324035	2025-01-30	2021-11-22	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391092	CHN__SAMN42391092	CHN	PRJNA1133929	SRR31303482	SAMN42391092	GCA_047324015	2025-01-30	2021-11-27	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391093	CHN__SAMN42391093	CHN	PRJNA1133929	SRR31303481	SAMN42391093	GCA_047324025	2025-01-30	2021-12-08	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391094	CHN__SAMN42391094	CHN	PRJNA1133929	SRR31303484	SAMN42391094	GCA_047324005	2025-01-30	2022-08-09	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391095	CHN__SAMN42391095	CHN	PRJNA1133929	SRR31303476	SAMN42391095	GCA_047323995	2025-01-30	2021-12-20	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391096	CHN__SAMN42391096	CHN	PRJNA1133929	SRR31303475	SAMN42391096	GCA_047323985	2025-01-30	2021-12-20	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391098	CHN__SAMN42391098	CHN	PRJNA1133929	SRR31303472	SAMN42391098	GCA_047323965	2025-01-30	2021-12-30	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391099	CHN__SAMN42391099	CHN	PRJNA1133929	SRR31303471	SAMN42391099	GCA_047323955	2025-01-30	2021-12-30	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391100	CHN__SAMN42391100	CHN	PRJNA1133929	SRR31303470	SAMN42391100	GCA_047323945	2025-01-30	2022-02-10	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391101	CHN__SAMN42391101	CHN	PRJNA1133929	SRR31303469	SAMN42391101	GCA_047323935	2025-01-30	2022-02-24	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391102	CHN__SAMN42391102	CHN	PRJNA1133929	SRR31303466	SAMN42391102	GCA_047323915	2025-01-30	2022-03-15	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391103	CHN__SAMN42391103	CHN	PRJNA1133929	SRR31303465	SAMN42391103	GCA_047323845	2025-01-30	2022-03-15	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391104	CHN__SAMN42391104	CHN	PRJNA1133929	SRR31303464	SAMN42391104	GCA_047323835	2025-01-30	2022-03-16	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391105	CHN__SAMN42391105	CHN	PRJNA1133929	SRR31303473	SAMN42391105	GCA_047323825	2025-01-30	2021-08-22	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391106	CHN__SAMN42391106	CHN	PRJNA1133929	SRR31303463	SAMN42391106	GCA_047323775	2025-01-30	2022-03-21	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391107	CHN__SAMN42391107	CHN	PRJNA1133929	SRR31303462	SAMN42391107	GCA_047323785	2025-01-30	2021-08-26	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391108	CHN__SAMN42391108	CHN	PRJNA1133929	SRR31303451	SAMN42391108	GCA_047323765	2025-01-30	2021-09-13	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391109	CHN__SAMN42391109	CHN	PRJNA1133929	SRR31303440	SAMN42391109	GCA_047323745	2025-01-30	2021-10-03	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391110	CHN__SAMN42391110	CHN	PRJNA1133929	SRR31303429	SAMN42391110	GCA_047323755	2025-01-30	2021-10-26	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391111	CHN__SAMN42391111	CHN	PRJNA1133929	SRR31303425	SAMN42391111	GCA_047323735	2025-01-30	2021-10-23	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391112	CHN__SAMN42391112	CHN	PRJNA1133929	SRR31303480	SAMN42391112	GCA_047323665	2025-01-30	2021-12-09	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391113	CHN__SAMN42391113	CHN	PRJNA1133929	SRR31303477	SAMN42391113	GCA_047323655	2025-01-30	2021-12-14	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391114	CHN__SAMN42391114	CHN	PRJNA1133929	SRR31303479	SAMN42391114	GCA_047323645	2025-01-30	2021-12-10	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391115	CHN__SAMN42391115	CHN	PRJNA1133929	SRR31303478	SAMN42391115	GCA_047323605	2025-01-30	2021-12-10	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391116	CHN__SAMN42391116	CHN	PRJNA1133929	SRR31303468	SAMN42391116	GCA_047323595	2025-01-30	2022-02-24	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391117	CHN__SAMN42391117	CHN	PRJNA1133929	SRR31303467	SAMN42391117	GCA_047323585	2025-01-30	2022-03-06	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391118	CHN__SAMN42391118	CHN	PRJNA1133929	SRR31303461	SAMN42391118	GCA_047324075	2025-01-30	2022-03-24	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391119	CHN__SAMN42391119	CHN	PRJNA1133929	SRR31303460	SAMN42391119	GCA_047323575	2025-01-30	2022-03-25	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391120	CHN__SAMN42391120	CHN	PRJNA1133929	SRR31303459	SAMN42391120	GCA_047323565	2025-01-30	2022-03-27	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391121	CHN__SAMN42391121	CHN	PRJNA1133929	SRR31303458	SAMN42391121	GCA_047323555	2025-01-30	2022-03-29	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391122	CHN__SAMN42391122	CHN	PRJNA1133929	SRR31303457	SAMN42391122	GCA_047323545	2025-01-30	2022-04-21	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391123	CHN__SAMN42391123	CHN	PRJNA1133929	SRR31303456	SAMN42391123	GCA_047323535	2025-01-30	2022-04-21	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391124	CHN__SAMN42391124	CHN	PRJNA1133929	SRR31303455	SAMN42391124	GCA_047323525	2025-01-30	2022-05-01	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391125	CHN__SAMN42391125	CHN	PRJNA1133929	SRR31303454	SAMN42391125	GCA_047323515	2025-01-30	2022-05-06	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391126	CHN__SAMN42391126	CHN	PRJNA1133929	SRR31303453	SAMN42391126	GCA_047323505	2025-01-30	2022-05-08	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391127	CHN__SAMN42391127	CHN	PRJNA1133929	SRR31303452	SAMN42391127	GCA_047323495	2025-01-30	2022-05-21	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391128	CHN__SAMN42391128	CHN	PRJNA1133929	SRR31303450	SAMN42391128	GCA_047323485	2025-01-30	2022-05-25	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391129	CHN__SAMN42391129	CHN	PRJNA1133929	SRR31303449	SAMN42391129	GCA_047323475	2025-01-30	2022-05-28	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391130	CHN__SAMN42391130	CHN	PRJNA1133929	SRR31303448	SAMN42391130	GCA_047323465	2025-01-30	2022-06-11	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391131	CHN__SAMN42391131	CHN	PRJNA1133929	SRR31303447	SAMN42391131	GCA_047323455	2025-01-30	2022-06-14	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391132	CHN__SAMN42391132	CHN	PRJNA1133929	SRR31303446	SAMN42391132	GCA_047323445	2025-01-30	2022-08-07	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391133	CHN__SAMN42391133	CHN	PRJNA1133929	SRR31303445	SAMN42391133	GCA_047323435	2025-01-30	2023-05-17	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391134	CHN__SAMN42391134	CHN	PRJNA1133929	SRR31303444	SAMN42391134	GCA_047323425	2025-01-30	2023-06-26	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391135	CHN__SAMN42391135	CHN	PRJNA1133929	SRR31303443	SAMN42391135	GCA_047323415	2025-01-30	2023-08-10	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391136	CHN__SAMN42391136	CHN	PRJNA1133929	SRR31303442	SAMN42391136	GCA_047323405	2025-01-30	2023-08-17	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391137	CHN__SAMN42391137	CHN	PRJNA1133929	SRR31303441	SAMN42391137	GCA_047323395	2025-01-30	2023-08-27	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391138	CHN__SAMN42391138	CHN	PRJNA1133929	SRR31303439	SAMN42391138	GCA_047323385	2025-01-30	2023-08-30	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391139	CHN__SAMN42391139	CHN	PRJNA1133929	SRR31303438	SAMN42391139	GCA_047323375	2025-01-30	2023-09-12	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391140	CHN__SAMN42391140	CHN	PRJNA1133929	SRR31303437	SAMN42391140	GCA_047323365	2025-01-30	2023-10-15	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391141	CHN__SAMN42391141	CHN	PRJNA1133929	SRR31303436	SAMN42391141	GCA_047323355	2025-01-30	2023-10-20	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391142	CHN__SAMN42391142	CHN	PRJNA1133929	SRR31303435	SAMN42391142	GCA_047323345	2025-01-30	2023-10-28	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391143	CHN__SAMN42391143	CHN	PRJNA1133929	SRR31303434	SAMN42391143	GCA_047323335	2025-01-30	2023-10-30	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391144	CHN__SAMN42391144	CHN	PRJNA1133929	SRR31303433	SAMN42391144	GCA_047323325	2025-01-30	2023-11-10	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391145	CHN__SAMN42391145	CHN	PRJNA1133929	SRR31303432	SAMN42391145	GCA_047323315	2025-01-30	2023-11-08	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391146	CHN__SAMN42391146	CHN	PRJNA1133929	SRR31303431	SAMN42391146	GCA_047323305	2025-01-30	2023-11-13	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
CHN__SAMN42391147	CHN__SAMN42391147	CHN	PRJNA1133929	SRR31303430	SAMN42391147	GCA_047323295	2025-01-30	2023-11-14	China: Zhejiang	Illumina NovaSeq	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
