nas_snapshot_record_id	tree_sample_id	country_iso3	project_id	run_accession	biosample_accession	assembly_accession	assembly_release_date	collection_date_raw	geo_raw	sequencing_tech	source_database	match_status
JPN__SAMD01593375	JPN__SAMD01593375	JPN	PRJDB35593	DRR707967	SAMD01593375	GCA_055542695	2025-12-10	2025-01-21	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01593376	JPN__SAMD01593376	JPN	PRJDB35593	DRR705534	SAMD01593376	GCA_055384595	2025-12-10	2025-01-16	Japan:Osaka	Illumina; Nanopore	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMD01697899	JPN__SAMD01697899	JPN	PRJDB37898	DRR902039	SAMD01697899	RRASM_DRR902039					local_fasta	unmatched_frozen_record
JPN__SAMD01697901	JPN__SAMD01697901	JPN	PRJDB37898	DRR902041	SAMD01697901						legacy_read_assembly	unmatched_frozen_record
JPN__SAMD01697902	JPN__SAMD01697902	JPN	PRJDB37898	DRR902042	SAMD01697902			2025-05-19	Japan:Okinawa		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01697903	JPN__SAMD01697903	JPN	PRJDB37898	DRR902043	SAMD01697903						legacy_read_assembly	unmatched_frozen_record
JPN__SAMD01697906	JPN__SAMD01697906	JPN	PRJDB37898	DRR902046	SAMD01697906			2025-05-26	Japan:Okinawa		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01697907	JPN__SAMD01697907	JPN	PRJDB37898	DRR902047	SAMD01697907	RRASM_DRR902047					local_fasta	unmatched_frozen_record
JPN__SAMD01697909	JPN__SAMD01697909	JPN	PRJDB37898	DRR902049	SAMD01697909						legacy_read_assembly	unmatched_frozen_record
JPN__SAMD01697911	JPN__SAMD01697911	JPN	PRJDB37898	DRR902051	SAMD01697911						legacy_read_assembly	unmatched_frozen_record
JPN__SAMD01697912	JPN__SAMD01697912	JPN	PRJDB37898	DRR902052	SAMD01697912			2025-02-25	Japan:Okinawa		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01697913	JPN__SAMD01697913	JPN	PRJDB37898	DRR902053	SAMD01697913	RRASM_DRR902053					local_fasta	unmatched_frozen_record
JPN__SAMD01697914	JPN__SAMD01697914	JPN	PRJDB37898	DRR902054	SAMD01697914			2025-02-25	Japan:Okinawa		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01697915	JPN__SAMD01697915	JPN	PRJDB37898	DRR902055	SAMD01697915	RRASM_DRR902055					local_fasta	unmatched_frozen_record
JPN__SAMD01697916	JPN__SAMD01697916	JPN	PRJDB37898	DRR902056	SAMD01697916	RRASM_DRR902056					local_fasta	unmatched_frozen_record
JPN__SAMD01697917	JPN__SAMD01697917	JPN	PRJDB37898	DRR902057	SAMD01697917	RRASM_DRR902057					local_fasta	unmatched_frozen_record
JPN__SAMD01697918	JPN__SAMD01697918	JPN	PRJDB37898	DRR902058	SAMD01697918	RRASM_DRR902058					local_fasta	unmatched_frozen_record
JPN__SAMD01697919	JPN__SAMD01697919	JPN	PRJDB37898	DRR902059	SAMD01697919	RRASM_DRR902059					local_fasta	unmatched_frozen_record
JPN__SAMD01697920	JPN__SAMD01697920	JPN	PRJDB37898	DRR902060	SAMD01697920	RRASM_DRR902060					local_fasta	unmatched_frozen_record
JPN__SAMD01697925	JPN__SAMD01697925	JPN	PRJDB37898	DRR902065	SAMD01697925	RRASM_DRR902065					local_fasta	unmatched_frozen_record
JPN__SAMD01697929	JPN__SAMD01697929	JPN	PRJDB37898	DRR902069	SAMD01697929			2025-06-02	Japan:Okinawa		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01697933	JPN__SAMD01697933	JPN	PRJDB37898	DRR902073	SAMD01697933	RRASM_DRR902073					local_fasta	unmatched_frozen_record
JPN__SAMD01697934	JPN__SAMD01697934	JPN	PRJDB37898	DRR902074	SAMD01697934			2025-06-16	Japan:Okinawa		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01797761	JPN__SAMD01797761	JPN	PRJDB34249	DRR900589	SAMD01797761			2025-03	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01797762	JPN__SAMD01797762	JPN	PRJDB34249	DRR900590	SAMD01797762			2025-05	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMD01797763	JPN__SAMD01797763	JPN	PRJDB34249	DRR900591	SAMD01797763						legacy_read_assembly	unmatched_frozen_record
JPN__SAMD01797764	JPN__SAMD01797764	JPN	PRJDB34249	DRR900592	SAMD01797764			2025-10	Japan:Tottori		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41186668	JPN__SAMEA41186668	JPN	PRJEB18624	ERR1775135	SAMEA41186668			1996	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41187418	JPN__SAMEA41187418	JPN	PRJEB18624	ERR1775136	SAMEA41187418						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41188918	JPN__SAMEA41188918	JPN	PRJEB18624	ERR1775138	SAMEA41188918	RRASM_ERR1775138					local_fasta	unmatched_frozen_record
JPN__SAMEA41194168	JPN__SAMEA41194168	JPN	PRJEB18624	ERR1775145	SAMEA41194168						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41197168	JPN__SAMEA41197168	JPN	PRJEB18624	ERR1775149	SAMEA41197168			1999	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41200168	JPN__SAMEA41200168	JPN	PRJEB18624	ERR1775153	SAMEA41200168			1995	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41205418	JPN__SAMEA41205418	JPN	PRJEB18624	ERR1775160	SAMEA41205418			1996	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41211418	JPN__SAMEA41211418	JPN	PRJEB18624	ERR1775168	SAMEA41211418						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41214418	JPN__SAMEA41214418	JPN	PRJEB18624	ERR1775172	SAMEA41214418						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41216668	JPN__SAMEA41216668	JPN	PRJEB18624	ERR1775175	SAMEA41216668			1986	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41218168	JPN__SAMEA41218168	JPN	PRJEB18624	ERR1775177	SAMEA41218168						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41218918	JPN__SAMEA41218918	JPN	PRJEB18624	ERR1775178	SAMEA41218918	RRASM_ERR1775178					local_fasta	unmatched_frozen_record
JPN__SAMEA41224918	JPN__SAMEA41224918	JPN	PRJEB18624	ERR1775186	SAMEA41224918						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41226418	JPN__SAMEA41226418	JPN	PRJEB18624	ERR1775188	SAMEA41226418	RRASM_ERR1775188					local_fasta	unmatched_frozen_record
JPN__SAMEA41227918	JPN__SAMEA41227918	JPN	PRJEB18624	ERR1775190	SAMEA41227918						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41231668	JPN__SAMEA41231668	JPN	PRJEB18624	ERR1775195	SAMEA41231668						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41239918	JPN__SAMEA41239918	JPN	PRJEB18624	ERR1775206	SAMEA41239918						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41240668	JPN__SAMEA41240668	JPN	PRJEB18624	ERR1775207	SAMEA41240668						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41241418	JPN__SAMEA41241418	JPN	PRJEB18624	ERR1775208	SAMEA41241418						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41242918	JPN__SAMEA41242918	JPN	PRJEB18624	ERR1775210	SAMEA41242918						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41247418	JPN__SAMEA41247418	JPN	PRJEB18624	ERR1775216	SAMEA41247418			1994	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41249668	JPN__SAMEA41249668	JPN	PRJEB18624	ERR1775219	SAMEA41249668	RRASM_ERR1775219					local_fasta	unmatched_frozen_record
JPN__SAMEA41257168	JPN__SAMEA41257168	JPN	PRJEB18624	ERR1775229	SAMEA41257168						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41263168	JPN__SAMEA41263168	JPN	PRJEB18624	ERR1775237	SAMEA41263168						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41264668	JPN__SAMEA41264668	JPN	PRJEB18624	ERR1775239	SAMEA41264668						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41275918	JPN__SAMEA41275918	JPN	PRJEB18624	ERR1775254	SAMEA41275918			1999	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41278168	JPN__SAMEA41278168	JPN	PRJEB18624	ERR1775257	SAMEA41278168			2000	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41283418	JPN__SAMEA41283418	JPN	PRJEB18624	ERR1775264	SAMEA41283418			1988	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41286418	JPN__SAMEA41286418	JPN	PRJEB18624	ERR1775268	SAMEA41286418						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41292418	JPN__SAMEA41292418	JPN	PRJEB18624	ERR1775276	SAMEA41292418			1987	Japan		ena_fastq_download	unmatched_frozen_record
JPN__SAMEA41296918	JPN__SAMEA41296918	JPN	PRJEB18624	ERR1775282	SAMEA41296918						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41297668	JPN__SAMEA41297668	JPN	PRJEB18624	ERR1775283	SAMEA41297668	RRASM_ERR1775283					local_fasta	unmatched_frozen_record
JPN__SAMEA41307418	JPN__SAMEA41307418	JPN	PRJEB18624	ERR1775296	SAMEA41307418						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA41323168	JPN__SAMEA41323168	JPN	PRJEB18624	ERR1775317	SAMEA41323168						legacy_read_assembly	unmatched_frozen_record
JPN__SAMEA751127	JPN__SAMEA751127	JPN	PRJEB2274	ERR029324	SAMEA751127	GCA_001202495	2015-07-20	2006	Japan	SLX	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMEA751448	JPN__SAMEA751448	JPN	PRJEB2274	ERR029312	SAMEA751448	GCA_001194565	2015-07-20	1991	Japan	SLX	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMEA751489	JPN__SAMEA751489	JPN	PRJEB2274	ERR029307	SAMEA751489	GCA_001194225	2015-07-20	1999	Japan	SLX	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMN03249374	JPN__SAMN03249374	JPN	PRJNA266616	SRR3205793;SRR3441722;SRR3441723;SRR3441724	SAMN03249374	GCA_001605295	2016-03-31	1954	Japan	Illumina MiSeq; PacBio	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMN04875532	JPN__SAMN04875532	JPN	PRJNA231221	SRR4271508;SRR4271509;SRR4271510;SRR4271511	SAMN04875532	GCA_002083095	2018-01-19	1950	Japan	PacBio; Illumina	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
JPN__SAMN09862822	JPN__SAMN09862822	JPN	PRJNA486745	SRR7908033	SAMN09862822	GCA_003431345	2018-08-29	1954	Japan	Oxford Nanopore MiniION	SOURCE_DATABASE_GENBANK	extended_metadata;public_manifest
